userId,movieId,label,genre_Sci-Fi,genre_Western,genre_Musical,genre_Film-Noir,genre_Documentary,genre_Action,genre_Comedy,genre_Drama,genre_Crime,genre_Children,genre_Romance,genre_Thriller,genre_IMAX,genre_Mystery,genre_Fantasy,genre_Animation,genre_War,genre_Adventure,genre_Horror
212,81591,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
165,5481,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
509,4993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
594,339,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
274,4544,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230,3527,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10,4995,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
125,160563,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
351,88405,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
586,5952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
414,1007,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
68,1408,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
462,90430,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
489,4995,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
590,494,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
274,34534,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
414,187595,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
474,529,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
590,349,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
268,1196,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
514,1345,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
590,1945,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
448,4981,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
599,169958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
31,736,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
111,165671,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,551,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
511,3307,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
298,114935,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
57,377,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
411,440,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
534,57640,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
54,500,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
68,1275,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
474,2116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
182,5609,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
381,63808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
420,7153,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
18,118900,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
477,34150,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
187,39869,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100,3536,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
105,111759,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
590,940,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
370,40629,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
555,2329,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
514,4002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,117176,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
19,3213,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
195,1921,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27,2985,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
411,382,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
489,105,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
89,125974,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
425,8783,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
45,648,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
322,2997,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
534,31,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
305,903,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
263,4027,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
469,1719,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
591,3897,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
594,2001,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
469,3418,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
288,40959,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
187,235,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
317,223,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
249,68205,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
414,112183,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
263,2396,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
469,2058,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0
105,4734,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
414,1816,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
517,2424,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
428,1527,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
334,733,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
469,3813,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,3409,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
603,1533,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
381,736,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
204,3266,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
380,84942,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
331,5952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
137,1237,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,1221,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
471,6016,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0
453,344,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,457,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
410,1085,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
563,2485,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
129,7438,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
367,3175,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
596,2774,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
175,531,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
318,96020,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,2804,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
208,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
494,1196,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51,2752,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
414,1278,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
412,2710,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
369,47,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
137,780,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
307,1580,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
256,3593,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
603,1307,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
76,111,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
566,337,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
600,1265,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
419,6213,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
480,7618,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105,1265,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
599,6534,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
234,2571,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
375,1196,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18,62434,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
372,4006,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
563,1017,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
75,2640,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
304,296,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
564,5377,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
438,2167,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
330,466,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
460,4703,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
156,2239,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
534,86892,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
525,2628,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
571,3706,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
390,5220,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19,1895,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
307,784,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
105,26471,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
448,60040,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367,3253,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
318,41566,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
131,48780,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
232,50068,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
184,180985,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,39183,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
288,4976,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,50,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
156,26313,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
330,4306,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
249,84954,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
274,2761,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
567,119145,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
474,1610,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
419,89580,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
409,3298,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
28,27408,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
339,141749,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
221,4799,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
9,2877,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,4448,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
132,4700,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
32,788,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
82,1801,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
274,52973,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
397,1104,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
177,91535,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
246,4993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
605,1917,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
21,1391,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
167,5816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
101,3179,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219,904,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
103,55820,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
474,5548,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
453,2324,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
328,106487,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
70,63082,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
545,49284,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
509,2028,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
610,100579,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
63,1084,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24,2617,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1
273,435,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,442,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
525,5618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
606,897,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
474,1303,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
261,2717,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18,90600,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
115,919,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
474,6863,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
599,115713,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
307,7265,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
567,166528,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
57,1079,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
294,3031,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
178,780,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
606,8961,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
414,45186,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
139,7090,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
220,56367,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
249,69951,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
469,1387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
356,2692,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
132,63082,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
351,80590,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
177,911,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0
288,3827,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
224,2100,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
267,1210,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
267,2396,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
526,30707,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
597,1291,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
476,153,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
509,85510,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
597,1244,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
34,27193,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
376,1234,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
307,6187,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
274,56775,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
599,8361,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
438,225,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
584,592,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
249,6550,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
318,182715,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
415,4308,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
351,778,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
414,3763,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
296,2959,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
326,648,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
298,101112,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1,2090,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0
414,51084,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
352,1682,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
207,2968,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
580,8494,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64,27266,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
307,53996,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
414,5464,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
305,3267,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
602,553,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
68,3578,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
272,5903,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
91,6707,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
